Message_id,Day_of_week,Date,Sender,Subject,Body
369,Wednesday,12/19/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #85 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given three 32-bit integers x, y, and b, return x if b is 1 and y if b is 0,
using only mathematical or bit operations. You can assume b can only be 1 or 0.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
370,Tuesday,12/18/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #84 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Given a matrix of 1s and 0s, return the number of ""islands"" in the matrix. A 1
represents land and 0 represents water, so an island is a group of 1s that are
neighboring and their perimiter is surrounded by water.

For example, this matrix has 4 islands.

1 0 0 0 0
0 0 1 1 0
0 1 1 0 0
0 0 0 0 0
1 1 0 0 1
1 1 0 0 1


Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
371,Monday,12/17/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #83 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Invert a binary tree.

For example, given the following tree:

    a
   / \
  b   c
 / \  /
d   e f


should become:

  a
 / \
 c  b
 \  / \
  f e  d


Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
372,Sunday,12/16/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #82 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked Microsoft.

Using a read7() method that returns 7 characters from a file, implement readN(n)
which reads n characters.

For example, given a file with the content “Hello world”, three read7() returns
“Hello w”, “orld” and then “”.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
373,Saturday,12/15/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #81 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yelp.

Given a mapping of digits to letters (as in a phone number), and a digit string,
return all possible letters the number could represent. You can assume each
valid number in the mapping is a single digit.

For example if {“2”: [“a”, “b”, “c”], 3: [“d”, “e”, “f”], …} then “23” should
return [“ad”, “ae”, “af”, “bd”, “be”, “bf”, “cd”, “ce”, “cf""].

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
374,Friday,12/14/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #80 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given the root of a binary tree, return a deepest node. For example, in the
following tree, return d.

    a
   / \
  b   c
 /
d


Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
375,Thursday,12/13/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #79 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given an array of integers, write a function to determine whether the array
could become non-decreasing by modifying at most 1 element.

For example, given the array [10, 5, 7], you should return true, since we can
modify the 10 into a 1 to make the array non-decreasing.

Given the array [10, 5, 1], you should return false, since we can't modify any
one element to get a non-decreasing array.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
376,Wednesday,12/12/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #78 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked recently by Google.

Given k sorted singly linked lists, write a function to merge all the lists into
one sorted singly linked list.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
377,Tuesday,12/11/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #77 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Snapchat.

Given a list of possibly overlapping intervals, return a new list of intervals
where all overlapping intervals have been merged.

The input list is not necessarily ordered in any way.

For example, given [(1, 3), (5, 8), (4, 10), (20, 25)], you should return [(1,
3), (4, 10), (20, 25)].

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
378,Monday,12/10/2018,Daily Coding Problem <founders@dailycodingproblem.com>,"Daily Coding Problem subscribers get a special offer from
 AlgoExpert ","*Coding Challenge* 

Hi there,

Today I’d like to share with you an awesome coding-interview prep product--one
that goes hand in hand with Daily Coding Problem--with whom we’ve partnered: 
AlgoExpert [https://www.algoexpert.io/dcp].

AlgoExpert, founded by Google and Uber engineers, offers 65 curated practice
interview questions, with each question accompanied by:

 * An in-depth two-part video explanation consisting of:  * A conceptual
      “whiteboard” overview of the algorithm at hand, covering its inner
      workings and its space-time complexity analysis.
    * An entire coding
      walkthrough of the solution.
   
   
 * Written solutions in five popular programming languages (JavaScript, Python,
   C++, Java, and Go).
 * A full-fledged coding workspace where you can type out and run your code
   against premade test cases and look at hints if you need help.

Their platform really makes prepping for interviews straightforward and
practical. In their own words, it’s as simple as this:

Just choose a question. Pick a language. Read the prompt. Write your solution.
Get some hints. Run your code. Check the output. Pass the tests. View our
solution. Watch our video explanation. All within the same place.

Check them out at www.algoexpert.io/dcp [https://www.algoexpert.io/dcp].

I’d highly recommend using AlgoExpert for in-depth learning and Daily Coding
Problem for continual practice; the two products compliment each other superbly.

If you do decide to purchase AlgoExpert, they’re giving Daily Coding Problem
subscribers an exclusive 30% discount; just use the promo code dcp before
purchasing!

Best,

Daily Coding Problem

"
379,Monday,12/10/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #76 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

You are given an N by M 2D matrix of lowercase letters. Determine the minimum
number of columns that can be removed to ensure that each row is ordered from
top to bottom lexicographically. That is, the letter at each column is
lexicographically later as you go down each row. It does not matter whether each
row itself is ordered lexicographically.

For example, given the following table:

cba
daf
ghi


This is not ordered because of the a in the center. We can remove the second
column to make it ordered:

ca
df
gi


So your function should return 1, since we only needed to remove 1 column.

As another example, given the following table:

abcdef


Your function should return 0, since the rows are already ordered (there's only
one row).

As another example, given the following table:

zyx
wvu
tsr


Your function should return 3, since we would need to remove all the columns to
order it.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
380,Sunday,12/09/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #75 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Given an array of numbers, find the length of the longest increasing subsequence
in the array. The subsequence does not necessarily have to be contiguous.

For example, given the array [0, 8, 4, 12, 2, 10, 6, 14, 1, 9, 5, 13, 3, 11, 7,
15], the longest increasing subsequence has length 6: it is 0, 2, 6, 9, 11, 15.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
381,Saturday,12/08/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #74 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Apple.

Suppose you have a multiplication table that is N by N. That is, a 2D array
where the value at the i-th row and j-th column is (i + 1) * (j + 1) (if
0-indexed) or i * j (if 1-indexed).

Given integers N and X, write a function that returns the number of times X
appears as a value in an N by N multiplication table.

For example, given N = 6 and X = 12, you should return 4, since the
multiplication table looks like this:

| 1 | 2 | 3 | 4 | 5 | 6 |

| 2 | 4 | 6 | 8 | 10 | 12 |

| 3 | 6 | 9 | 12 | 15 | 18 |

| 4 | 8 | 12 | 16 | 20 | 24 |

| 5 | 10 | 15 | 20 | 25 | 30 |

| 6 | 12 | 18 | 24 | 30 | 36 |

And there are 4 12's in the table.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
382,Friday,12/07/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #73 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Given the head of a singly linked list, reverse it in-place.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
383,Thursday,12/06/2018,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #72 ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

In a directed graph, each node is assigned an uppercase letter. We define a
path's value as the number of most frequently-occurring letter along that path.
For example, if a path in the graph goes through ""ABACA"", the value of the path
is 3, since there are 3 occurrences of 'A' on the path.

Given a graph with n nodes and m directed edges, return the largest value path
of the graph. If the largest value is infinite, then return null.

The graph is represented with a string and an edge list. The i-th character
represents the uppercase letter of the i-th node. Each tuple in the edge list 
(i, j) means there is a directed edge from the i-th node to the j-th node.
Self-edges are possible, as well as multi-edges.

For example, the following input graph:

ABACA


[(0, 1),
 (0, 2),
 (2, 3),
 (3, 4)]


Would have maximum value 3 using the path of vertices [0, 2, 3, 4], (A, A, C, A)
.

The following input graph:

A


[(0, 0)]


Should return null, since we have an infinite loop.

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
